"inj number"	"Name"	"samplenumber"	"weight (mg)"	"color"	"variety"	"location"	"year"	"species"	"preparation method"	"stage"	"plant"	"3-OH-benzaldehyde"	"anthranilic acid"	"4-aminobenzoic acid"	"p-hydroxybenzoic acid"	"Cinnamic acid"	"vanillin"	"acetovanillone"	"vanillic acid"	"benzoic acid"	"gallic acid"	"2,6-diOH-benzoic acid"	"2,5-diOH-benzoic acid"	"protocatechuic acid"	"methyl gallate"	"syringaldehyde"	"syringic acid"	"methyl anthranilate"	"ellagic acid"	"umbelliferone"	"esculetin"	"daphnetin"	"scopoletin"	"esculin"	"fraxin"	"p-coumaric acid"	"m-coumaric acid"	"caffeic acid"	"ferulic acid"	"sinapic acid"	"caftaric acid"	"neochlorogenic acid"	"cryptochlorogenic acid"	"chlorogenic acid"	"1,3-dicaffeoylquinic acid"	"coniferyl alcohol"	"sinapyl alcohol"	"fertaric acid"	"t-coutaric acid"	"raspberry ketone"	"cis-resveratrol"	"trans-piceid"	"cis-piceid"	"astringin"	"isorhapontin"	"phloretin"	"phlorizin"	"trilobatin"	"morin"	"luteolin"	"luteolin-7-O-Glc"	"orientin"	"apigenin-7-glc"	"naringenin"	"naringenin-7-glucoside"	"hesperitin"	"catechin"	"epicatechin"	"epigallocatechin"	"gallocatechin"	"epicatechin gallate"	"procyanidin A2"	"procyanidin B1"	"procyanidin B2 + B4"	"procyanidin B3"	"kaempferol "	"quercetin"	"taxifolin"	"isorhamnetin"	"myricetin"	"laricitrin"	"syringetin"	"quercetin-3-sulfate"	"quercetin-3-Rha"	"kaempferol-3-Glc"	"myricitrin"	"quercetin-3-Glc"	"quercetin-3-Gal"	"quercetin-4-Glc"	"isorhamnetin-3-Glc"	"quercetin-3-Glc acetyl"	"syringetin-3-Glc+syringetin-3-Gal"	"kaempferol-3-rutinoside"	"quercetin-3-Glc-Ara"	"rutin"	"isorhamnetin-3-rutinoside"	"quercetin-3,4-diglucoside"	"robinin"	"dihydrokaempferol"	"quercetin-3-glucuronide"	" kaempferol-3-glucuronide"
110	"AG-BP-stg5-Plant3"	76	300	"Y"	"AG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	3	1.0600	0.0413	0.0000	0.5660	0.4067	0.0000	0.0000	0.1647	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	268.0133	0.0000	0.0000	0.0000	0.0000	0.0220	0.0000	4.5207	0.0000	12.7927	10.7913	0.3647	0.0000	0.0000	0.0000	0.0000	0.0000	11.4793	1.4060	0.0000	0.0633	2.4100	0.0000	0.2453	0.1200	0.0000	0.0000	0.0000	0.5507	0.1280	0.0000	0.0000	0.0000	0.0000	0.0160	0.1340	0.0000	0.0000	3.0613	134.3113	0.0000	0.0000	0.1860	0.0000	0.0000	333.0127	76.4987	0.0000	0.7213	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1280	0.0000	3.1167	0.3220	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.6827	0.0000	0.0000	5.4580	0.1987
31	"AG-BP-stg5-Plant4"	77	280	"Y"	"AG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	4	2.0843	0.0000	0.0000	1.1243	0.3536	1.5864	0.0000	0.0843	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	285.0750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0964	0.0000	16.3479	8.8971	0.5836	0.0000	0.0721	0.0000	1.4614	0.0000	7.5621	0.9714	0.0000	0.1093	0.0000	0.0000	0.3036	0.1771	0.0000	0.0000	0.0000	0.5886	0.3771	0.0000	0.0000	0.0000	0.0000	0.0000	0.0279	0.0000	0.0000	2.6614	215.1379	0.0000	0.0000	0.4864	0.0000	0.0000	626.2071	129.2257	0.0000	1.1586	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7207	0.0000	12.9893	1.4471	0.0000	0.1950	0.0000	0.0000	0.0000	0.0000	0.1293	0.0000	1.3571	0.0000	0.0000	40.1086	0.6650
158	"AG-BP-stg5-Plant5"	78	200	"Y"	"AG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	5	0.0000	0.0000	0.0000	0.0000	0.1390	0.2380	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	104.7480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9120	0.0000	3.1400	0.9430	0.7410	0.0000	0.0000	0.0000	0.0000	0.0000	9.4540	2.3520	0.0000	0.0000	0.9940	0.0000	0.0740	0.1830	0.0000	0.0000	0.0000	0.3040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0700	0.0000	0.0000	11.1860	126.6220	0.0000	0.0000	0.0950	0.0000	0.0000	230.3680	57.5980	0.0000	1.5340	0.9170	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3700	0.0000	12.0880	1.7580	0.0000	0.1880	0.0000	0.0000	0.0000	0.0000	0.2540	0.0000	1.1220	0.0000	0.3680	34.2810	1.3880
165	"AG-BP-stg5-Plant6"	79	340	"Y"	"AG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	6	0.0000	0.0165	0.0035	0.0000	0.3512	0.4024	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	179.6806	0.0224	0.0000	0.0000	0.0000	0.1353	0.0000	4.6741	0.0000	9.8812	4.1541	0.7253	0.0000	0.0000	0.0000	0.0000	0.0000	15.3935	2.7200	0.0000	0.0718	1.7800	0.0000	0.1371	0.1941	0.0000	0.0000	0.0000	0.3676	0.1453	0.0000	0.0000	0.0000	0.0000	0.0000	0.0412	0.4694	0.0000	5.1476	180.7365	0.0000	0.0000	0.2871	0.0000	0.4524	377.5965	90.0582	0.0000	1.0559	0.2406	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4553	0.0000	14.1594	1.7194	0.0000	0.2241	0.0000	0.0000	0.0000	0.0000	0.4006	0.0000	0.9976	0.0000	0.1182	34.6724	0.6947
143	"AG-BP-stg5-Plant7"	80	260	"Y"	"AG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	7	0.0000	0.0000	0.0000	0.6485	1.6415	1.2431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	151.1862	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0785	0.0000	10.7246	7.0654	0.4700	0.0000	0.0000	0.0000	0.0000	0.0000	14.0854	0.8408	0.0000	0.0746	0.0000	0.0000	0.0954	0.3123	0.0000	0.0000	0.0000	0.4292	0.1862	0.0000	0.0000	0.0000	0.0000	0.0000	0.0985	0.0000	0.0000	5.3877	225.3208	0.0000	0.0000	0.2862	0.0000	0.0000	442.5462	123.6208	0.0000	0.9577	0.1392	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6392	0.0000	16.8223	2.4669	0.0000	0.4100	0.0000	0.0000	0.0000	0.0000	0.3592	0.0000	2.7162	0.0000	0.1969	50.4046	1.0138
152	"AG-BP-stg5-Plant8"	81	150	"Y"	"AG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	8	0.0000	0.0000	0.0000	1.8680	0.2347	1.2600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	417.6840	0.1280	0.0000	0.0000	0.0000	0.0000	0.0000	8.2787	0.0000	25.0973	10.1187	0.6307	0.0000	0.0000	0.0000	0.0000	0.0000	10.6973	1.9987	0.0000	0.0000	0.0000	0.0000	0.2947	0.1893	0.0000	0.0000	0.0000	0.9347	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0187	0.0000	0.0000	6.9853	445.8867	0.0000	0.0000	0.6867	0.0000	0.0000	1072.6560	233.9333	0.0000	1.6027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2280	0.0000	15.8187	2.0000	0.0000	0.2627	0.0000	0.0000	0.0000	0.1640	0.1280	0.0000	1.4787	0.0000	0.1560	29.7293	0.0000
181	"AG-BP-stg5-Plant9"	82	120	"Y"	"AG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	9	0.0000	0.0000	0.0000	0.0000	0.0000	0.5833	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	277.7617	0.0000	0.0000	0.0000	0.0000	0.0633	0.0000	8.1650	0.0000	9.8717	6.4533	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.2533	3.7083	0.0000	0.0000	2.8867	0.0000	0.1567	0.3217	0.0000	0.0000	0.0000	0.5550	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.4250	318.2633	0.0000	0.0000	0.2817	0.0000	0.0000	550.0700	140.5883	0.0000	0.8533	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3217	0.0000	11.9817	2.4000	0.0000	0.1933	0.0000	0.0000	0.0000	0.0000	0.2450	0.0000	1.0633	0.0000	0.0000	26.2217	0.0000
103	"Anne-VG-stg5-Plant1"	151	290	"Y"	"Anne"	"vigalzano "	2011	"Rubus"	"Acetone2011october"	5	1	0.0000	0.0000	0.0221	0.0000	0.6297	0.3869	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	132.0283	0.0000	0.0000	0.0000	0.0000	0.0441	0.0000	1.6159	0.0000	2.7483	1.2186	0.9055	0.0000	0.0000	0.0000	0.0000	0.0000	2.9897	2.3352	0.0000	0.1055	6.2959	0.0000	0.2614	0.3959	0.0000	0.0000	0.0000	0.4117	0.1476	0.0000	0.0000	0.0000	0.0000	0.0000	0.0628	0.6690	0.0000	25.4193	190.3538	0.0000	0.0000	0.2214	0.0000	0.0000	394.9352	169.0903	0.0000	2.9069	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9303	0.0000	13.9117	95.2159	0.0000	0.3069	0.0000	0.0000	0.0655	0.0000	7.6793	0.0455	1.6007	0.0000	0.1152	57.9359	2.7041
173	"Anne-VG-stg5-Plant2"	152	320	"Y"	"Anne"	"vigalzano "	2011	"Rubus"	"Acetone2011october"	5	2	0.0000	0.0000	0.0394	0.4288	0.5850	0.2244	0.0000	0.1081	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	164.2294	0.0000	0.0000	0.0000	0.0000	0.0719	0.0000	0.8469	0.0000	2.8963	0.9563	0.2981	0.0000	0.0000	0.0000	0.0000	0.0000	2.8300	1.6163	0.0000	0.0000	7.1556	0.0000	0.0913	0.2094	0.0000	0.0000	0.0000	0.4913	0.2913	0.0000	0.0000	0.0000	0.0000	0.0000	0.0431	0.4300	0.0000	12.6575	171.4819	0.0000	0.0000	0.3169	0.0000	0.0000	367.7869	114.1881	0.0000	2.5681	1.9494	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0875	0.0000	18.3644	99.1931	0.0000	0.0000	0.0000	0.0000	0.3144	0.0000	8.3994	0.0563	2.3781	0.0000	0.2869	59.7475	2.6613
109	"Anne-VG-stg5-Plant3"	153	350	"Y"	"Anne"	"vigalzano "	2011	"Rubus"	"Acetone2011october"	5	3	0.0000	0.0000	0.0794	0.5783	0.3166	0.1023	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	116.2794	0.0000	0.0000	0.0000	0.0000	0.0571	0.0000	1.6217	0.0000	2.3497	0.9423	1.2131	12.1383	0.0000	0.0000	0.0000	0.0000	1.9217	1.2474	0.0000	0.0697	4.5217	0.0000	0.1200	0.1309	0.0000	0.0000	0.0000	0.4789	0.1800	0.0000	0.0000	0.0000	0.0000	0.0000	0.0869	0.0000	0.0000	13.5257	156.5074	0.0000	0.0000	0.2629	0.0000	0.0000	333.9011	109.4903	0.0000	2.0280	1.3297	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2143	0.0000	2.6526	18.3863	0.0000	0.1057	0.0000	0.0000	0.0931	0.0000	1.8726	0.0000	0.8640	0.0000	0.0617	5.4491	0.3183
99	"Anne-VG-stg5-Plant4"	154	290	"Y"	"Anne"	"vigalzano "	2011	"Rubus"	"Acetone2011october"	5	4	0.0000	0.0000	0.0386	0.0000	0.2434	0.2834	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	135.7876	0.0000	0.0000	0.0000	0.0000	0.0400	0.0000	2.1372	0.0000	2.6641	0.8814	0.4331	0.0000	0.0000	0.0000	0.0000	0.0000	4.1524	1.4393	0.0000	0.0000	2.6166	0.0000	0.0766	0.1366	0.0000	0.0000	0.0000	0.3545	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1366	0.0000	0.0000	23.0393	130.8379	0.0000	0.0000	0.1166	0.0000	0.0000	243.8034	99.4931	0.0000	2.1200	1.4359	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5986	0.0000	10.6428	58.6186	0.0000	0.1841	0.0000	0.0000	0.0724	0.0000	3.8462	0.0538	0.6048	0.0000	0.0000	27.3241	1.2883
44	"FG-VG-stg5-Plant1"	149	310	"Y"	"FG"	"vigalzano "	2011	"Rubus"	"Acetone2011october"	5	1	0.0000	0.0000	0.0000	0.1574	0.1252	0.3510	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	84.8277	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9535	0.0000	0.9458	0.1671	0.0000	0.0000	0.0000	0.0000	1.4258	0.0000	0.6400	0.1135	0.0000	0.0000	20.4619	0.0000	0.1910	0.1432	0.0000	0.0000	0.0000	0.4071	0.2181	0.0000	0.0000	0.0000	0.0000	0.0000	0.0097	0.0000	0.0000	7.3258	290.4348	0.0000	0.0000	0.4445	0.0000	0.0000	601.5529	80.3703	0.0000	1.2052	1.3168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0639	0.0000	0.9981	0.7342	0.0587	0.1400	0.0000	0.0000	0.0690	0.0000	3.8994	0.0000	0.1606	0.0000	0.0000	3.9703	0.1290
25	"FG-VG-stg5-Plant2"	150	120	"Y"	"FG"	"vigalzano "	2011	"Rubus"	"Acetone2011october"	5	2	0.0000	0.0000	0.0000	0.0000	0.5033	0.6400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	158.5533	0.0000	0.0000	0.0000	0.0000	0.0983	0.0000	0.4117	0.0000	1.4650	0.0000	0.0000	0.0000	0.0000	0.0000	3.7850	0.0000	0.2183	0.0000	0.0000	0.0000	27.5850	0.0000	0.1083	0.5717	0.0000	0.0000	0.0000	0.4117	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0800	0.0000	0.0000	14.7267	277.4250	0.0000	0.0000	0.1217	0.0000	0.0000	604.1383	144.3133	0.0000	1.3350	1.1100	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0467	0.0000	16.0133	5.9583	0.5833	0.1800	0.0000	0.0000	1.2850	0.3800	40.3283	0.1333	0.2333	0.0000	0.0000	111.0450	6.9450
32	"GQ-VG-stg5-Plant1"	147	150	"Y"	"GQ"	"vigalzano "	2011	"Rubus"	"Acetone2011october"	5	1	0.0000	0.0000	0.0000	0.8347	0.2640	0.3987	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	144.3573	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.6293	0.0000	2.2107	1.1280	0.0000	0.0000	0.0000	0.0000	3.2560	0.0000	0.9773	0.9600	0.0000	0.1813	15.7653	0.0000	0.5360	0.1080	0.0000	0.0000	0.0000	1.3147	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0693	0.0000	0.0000	14.0533	345.8360	0.0000	0.0000	0.1000	0.0000	0.0000	820.8747	165.1973	0.0000	2.1520	1.2160	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0280	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8213	0.0000	2.0827	0.0000	0.1387	1.6587	0.0000
88	"GQ-VG-stg5-Plant2"	148	120	"Y"	"GQ"	"vigalzano "	2011	"Rubus"	"Acetone2011october"	5	2	0.0000	0.0000	0.0000	0.0000	0.2367	0.4183	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	163.1017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.7717	0.0000	1.6183	0.8850	0.0000	0.0000	0.0000	0.0000	3.6150	0.0000	1.4867	1.0917	0.0000	0.2300	18.0400	0.0000	0.4750	0.1133	0.0000	0.0000	0.0000	1.1267	0.4583	0.0000	0.0000	0.0000	0.0000	0.0000	0.0650	0.0000	0.0000	17.8433	396.8317	0.0000	0.0000	0.1917	0.0000	0.0000	826.4000	195.0883	0.0000	1.9883	0.7100	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.5800	0.0933	0.1350	0.0000	0.0000	0.0883	0.0000	1.7767	0.0000	2.2317	0.0000	0.0000	2.2650	0.0000
174	"SG-BP-stg5-Plant1"	70	260	"Y"	"SG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	1	0.0000	0.0631	0.0446	3.0315	1.4523	2.3077	0.0000	1.1308	0.0000	0.0000	0.0000	0.0000	0.0000	0.0608	0.0000	0.0000	0.0000	334.0038	0.0000	0.0000	0.0000	0.0000	0.0623	0.0000	3.7408	0.0000	15.1977	17.5515	2.4908	0.0000	0.0000	0.0000	1.8254	0.0000	12.6354	1.0192	0.0000	0.0000	5.3462	0.0000	0.2115	0.2477	0.0000	0.0000	0.0000	0.3138	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0992	0.0000	0.0000	2.0900	101.3908	0.0000	0.0000	0.1054	0.0000	0.0000	298.3069	93.0269	0.0000	0.8962	0.6046	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.8423	0.0000	0.0769	0.0000	0.0000	0.0000	0.0000	0.0862	0.0615	0.0000	3.4277	0.0000	0.2254	3.4700	0.2377
64	"SG-BP-stg5-Plant2"	71	320	"Y"	"SG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	2	0.0000	0.1313	0.0200	0.5281	0.4694	0.1200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	109.3644	0.0000	0.0000	0.0000	0.0000	0.0613	0.0000	0.3850	0.0000	1.1700	0.7006	1.5925	0.0000	0.0000	0.0000	0.0000	0.0000	6.7394	4.2269	0.0000	0.0000	3.0556	0.0000	0.0950	0.1025	0.0000	0.0000	0.0000	0.3375	0.2156	0.0000	0.0000	0.0000	0.0000	0.0000	0.0844	0.0000	0.0000	27.0400	274.8706	0.0000	0.0000	0.3594	0.0000	0.0000	581.0413	159.3944	0.0000	1.4350	0.3194	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1956	1.0213	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9038	0.0000	0.0000	0.0000	0.0000	0.6000	0.0000
106	"SG-BP-stg5-Plant3"	72	350	"Y"	"SG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	3	0.0000	0.4046	0.0469	0.5303	0.4926	0.1280	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	107.4886	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4109	0.0000	0.9571	0.7731	0.9377	0.0000	0.0000	0.0000	0.0000	0.0000	4.7297	3.4091	0.0000	0.0000	2.7029	0.0000	0.1611	0.1223	0.0000	0.0000	0.0000	0.2417	0.2297	0.0000	0.0000	0.0000	0.0000	0.0000	0.1006	0.0000	0.0000	33.1977	294.9434	0.0000	0.0000	0.4623	0.0000	0.0000	704.9583	215.4880	0.0000	1.3429	0.8394	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0520	17.9040	0.0000	0.0000	0.0000	0.0000	0.0474	0.0000	9.4823	0.0000	0.7417	0.0000	0.0000	8.6737	0.1966
34	"SG-BP-stg5-Plant4"	73	230	"Y"	"SG"	"Berry plant"	2011	"Rubus"	"Acetone2011october"	5	4	0.0000	0.0000	0.1017	3.1009	0.9687	0.1191	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	208.5104	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.4974	0.0000	3.0139	13.6635	3.6948	0.0000	0.0000	0.0000	0.0000	0.0000	7.7496	3.3043	0.0000	0.0000	3.1678	0.0000	0.3626	0.3026	0.0000	0.0000	0.0000	0.2687	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1478	0.0000	0.0000	91.2504	455.2591	0.0000	0.0000	0.5087	0.0000	0.0000	723.4096	376.8870	0.0000	0.8365	0.1696	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2243	0.5687	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0991	0.0000	0.1800	0.0000	0.0000	0.2243	0.0000
